Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Is_Relevant,Relevance_Explanation,Key_Topics,Confidence,Analysis_Status,Search_Keyword,Scraped_At
""" AI in Education",M IBRAHIM; M AYDOĞMUŞ,,0,"M IBRAHIM, M AYDOĞMUŞ",https://www.researchgate.net/profile/Cihad-Sentuerk/publication/378129717_Reflections_of_the_virtual_world_on_education_and_practice_examples/links/65c88f641bed776ae33f509b/Reflections-of-the-virtual-world-on-education-and-practice-examples.pdf,"… Moving beyond theoretical discussions, the book presents real-world case studies showcasing AI integration in educational contexts ranging from K-12 to higher education. These case …",0.9,True,"The paper explicitly includes K-12 education as a key application domain for AI integration, directly aligning with the research keyword's focus on AI in K-12 educational contexts.",AI integration; K-12 education; real-world case studies; educational technology; practical applications,0.95,success,"K12 education, AI, education",2025-08-31T00:43:35.459640
The intertwined histories of artificial intelligence and education,S Doroudi,2023.0,180,S Doroudi,https://link.springer.com/article/10.1007/s40593-022-00313-2,"… that the fields of artificial intelligence (AI) and education have been deeply intertwined since the early days of AI. Specifically, I show that many of the early pioneers of AI were cognitive …",0.6,True,"The paper explores the historical intersection of AI and education broadly, which includes foundational concepts applicable to K12 education, though it does not focus specifically on that level.",artificial intelligence in education; cognitive science foundations; historical development of educational AI; AI pioneers' educational contributions; interdisciplinary AI-education evolution,0.8,success,"K12 education, AI, education",2025-08-31T00:43:35.459643
AI Technologies in Modern Farming,A Kusmiatun; B Lestyarini,2024.0,1,"A Kusmiatun, B Lestyarini…",https://ieeexplore.ieee.org/abstract/document/10923283/,"… It explores how these tools have been integrated in numerous educational settings, such as K-12 schools and higher education institutions to professional development contexts. …",0.6,True,"The paper explicitly mentions integration of AI technologies in K-12 educational settings, providing direct thematic relevance despite its primary focus on farming applications.",AI in education; K-12 technology integration; educational tool implementation,0.8,success,"K12 education, AI, education",2025-08-31T00:43:40.006748
Exploring Computing Teachers' Readiness to Teach AI in Secondary Schools,S Sentance,2024.0,0,"SA Addo, S Sentance",https://dl.acm.org/doi/abs/10.1145/3689535.3689543,… AI applications have positioned AI firmly in the public domain. There is a growing interest in what AI might look like as a subject within the K-12 … ’ readiness for teaching AI is as yet limited…,0.9,True,"The paper directly addresses AI education within K-12 settings by examining teacher readiness, aligning closely with all three keywords through its focus on secondary school contexts, AI as a subject, and educational implementation challenges.",K-12 AI education; teacher readiness; secondary school curriculum; AI teaching preparedness; computing education integration,0.95,success,"K12 education, AI, education",2025-08-31T00:43:40.006761
PERSONALIZED AI EDUCATIONAL TUTOR: A FRAMEWORK FOR CUSTOMIZED STUDENT EDUCATION,A ElMessiry,2025.0,1,A ElMessiry,https://library.iated.org/view/ELMESSIRY2025PER,"… A modular design ensures adaptability across various educational contexts, including K-12, higher education, and professional training. PAIET's key components include: …",0.9,True,"The paper explicitly includes K-12 education as a key application domain for its AI educational tutor framework, directly aligning with the keyword's focus on AI in K-12 education.",AI educational tutor; personalized learning; K-12 education adaptation; modular educational framework; student customization,0.95,success,"K12 education, AI, education",2025-08-31T00:43:40.006765
EAGER: Collaborative Research: Building Capacity for K-12 Artificial Intelligence Education Research,JC Lester,2019.0,0,JC Lester,https://ui.adsabs.harvard.edu/abs/2019nsf....1938778L/abstract,"… The project will bring together experts in education research, AI, industry, and K-12 educational … AI education to K-12 classrooms. Education researchers will include leaders from AI in …",0.95,True,"The paper directly focuses on integrating AI education into K-12 settings, with explicit collaboration among education researchers, AI experts, and K-12 practitioners, aligning perfectly with all three keywords.",K-12 AI education; AI curriculum development; education research capacity building; interdisciplinary collaboration; classroom implementation,0.98,success,"K12 education, AI, education",2025-08-31T00:43:40.006768
Transdisciplinary role of technology in STEM education,ÇN Hıdıroğlu,2022.0,26,"A Karakaş, ÇN Hıdıroğlu",https://mojet.net/index.php/mojet/article/view/411,"… STEM education, especially in K-12 education (Miaoulis, 2009). Technology and engineering in STEM education in K-12 … Beyond applying AI as educational tools, AI-assisted robotics …",0.7,True,"The paper explicitly addresses K-12 education and mentions AI as an educational tool, though its primary focus is on technology's role in STEM education rather than AI specifically.",K-12 STEM education; Technology integration; AI-assisted robotics; Educational tools; Transdisciplinary approaches,0.8,success,"K12 education, AI, education",2025-08-31T00:43:40.006772
Learning Systems: Opportunities and Challenges of Artificial Intelligence-Enhanced Education.,M Croft,2024.0,2,"AC Kulesa, M Croft, B Robinson, MK Wells…",https://eric.ed.gov/?id=ED664884,… One quarter of teachers believe there is more harm than benefit in the use of AI tools in K-12 education. The harm concerns overlap with the more than 40% of teachers (both who use …,0.9,True,"The paper directly addresses AI in K-12 education, focusing on teacher perceptions of benefits and harms, which aligns perfectly with the keyword's focus on AI applications in educational contexts.",AI tools in K-12 education; teacher perceptions of AI; benefits and harms of AI; educational technology integration; K-12 teaching practices,0.95,success,"K12 education, AI, education",2025-08-31T00:43:40.006774
Sociotechnical AI Education Course Design for CS Majors and Non-Majors,SY Tadimalla; ML Maher,2025.0,0,"SY Tadimalla, ML Maher",https://dl.acm.org/doi/abs/10.1145/3641555.3705252,… K-12 education has begun integrating AI into primary and secondary curricula to familiarize young students with AI … AI literacy encompasses the knowledge and skills necessary to under…,0.8,True,"The paper directly addresses AI integration in K-12 education and focuses on AI literacy, aligning thematically and conceptually with the keyword.",AI in K-12 education; AI literacy; sociotechnical AI education; curriculum design; primary and secondary education,0.9,success,"K12 education, AI, education",2025-08-31T00:43:40.006778
Ethics of digital education,,2024.0,4,"J White, K Stevens",https://www.elgaronline.com/edcollchap/book/9781803928241/book-part-9781803928241-19.xml,… virtual reality experiences are currently being translated to formats appropriate for K-12 education. Much public debate is preoccupied by questions of risk and vulnerability in digital …,0.4,False,"The paper focuses on ethics and digital education in K-12 contexts but lacks explicit mention of AI, limiting direct alignment with the keyword's AI component.",digital education ethics; K-12 education adaptation; risk and vulnerability in digital contexts; virtual reality in education,0.8,success,"K12 education, AI, education",2025-08-31T00:43:40.006782
