Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Relevance_Explanation,Key_Topics,Confidence
A review of digital learning environments for teaching natural language processing in k-12 education,X Tian; KE Boyer,2023.0,8,"X Tian, KE Boyer",https://arxiv.org/abs/2310.01603,… Natural Language Processing (NLP) plays a significant role in our daily lives and has become an essential part of Artificial Intelligence (AI) education in K-12. As children grow up with …,0.9,"The paper directly focuses on AI (specifically NLP as a subfield) education within K-12 settings, with explicit thematic alignment to digital learning environments and pedagogical applications.",Natural Language Processing; K-12 AI education; digital learning environments; teaching methodologies; curriculum integration,0.95
How Can Video Generative AI Transform K-12 Education? Examining Teachers' Perspectives through TPACK and TAM,U Lee; Y Jeong; G Byun,2025.0,2,"U Lee, Y Jeong, S Kim, Y Son, G Byun, H Kim…",https://arxiv.org/abs/2503.08003,"… a tool-centric perspective to a context-driven analysis of AI in education, this study offers insights into how Video GenAI can be meaningfully integrated into K-12 learning environments. …",0.9,"The paper directly focuses on AI (specifically Video GenAI) in K-12 education, with explicit thematic alignment to both AI integration and educational contexts.",Video Generative AI; K-12 education integration; Teacher perspectives; TPACK framework; Technology Acceptance Model,0.95
Investigating dialogic interaction in K12 online one-on-one mathematics tutoring using AI and sequence mining techniques,D Wang; D Shan; B Kao; C Zhang,2024.0,3,"D Wang, D Shan, R Ju, B Kao, C Zhang…",https://link.springer.com/article/10.1007/s10639-024-13195-9,… of dialogic interactions within this educational setting are not … and leveraged advanced artificial intelligence techniques to … dialogs within K-12 mathematics education and obtained …,0.9,"The paper directly addresses K12 education through its focus on mathematics tutoring, explicitly uses AI techniques for analysis, and centers on educational dialogic interactions.",K12 mathematics education; AI techniques; dialogic interaction analysis; online one-on-one tutoring; sequence mining,0.95
AI Literacy for Underserved Students: Leveraging Cultural Capital from Underserved Communities for AI Education Research,HR Lee,2025.0,4,"HJ Cao, K Choi, C Park, HR Lee",https://dl.acm.org/doi/abs/10.1145/3706598.3713173,"… the need for AI literacy education for K-12 students has grown… review of existing K-12 AI literacy programs and fndings from … AI education, we decided to teach a few core features of AI …",0.9,The paper directly addresses K-12 AI education through its focus on AI literacy programs and curriculum development for underserved student populations.,K-12 AI literacy; AI education programs; underserved student communities; cultural capital in education; core AI features teaching,0.95
Research on school-based AI curriculum design and practice for cultivating computational thinking in high school students,,2025.0,1,"J Liu, J Ma, S Li",https://link.springer.com/article/10.1007/s10639-024-13115-x,"… -based AI education in senior high schools, expecting to inspire educators' teaching practice in AI education and to catalyze the development of computational thinking across K-12 …",0.9,"The paper directly addresses AI curriculum design and computational thinking cultivation within K-12 education, explicitly targeting high school students and referencing K-12 development.",AI curriculum design; computational thinking; K-12 education; school-based education; teaching practice,0.95
"Benefits, challenges, and methods of artificial intelligence (AI) chatbots in education: A systematic literature review.",S Gökçearslan; C Tosun,2024.0,122,"S Gökçearslan, C Tosun, ZG Erdemir",https://eric.ed.gov/?id=EJ1415037,"… K12 schools, educational organizations, and researchers. The aim of this research is to review the research on AI chatbots by restricting it to the category of education … in the educational …",0.9,"The paper directly addresses AI chatbots in education, explicitly mentions K12 schools in its abstract, and systematically reviews AI applications within educational contexts.",AI chatbots in education; K12 educational applications; systematic literature review of AI; benefits and challenges of AI in schools; educational technology integration,0.95
Modeling English teachers' behavioral intention to use artificial intelligence in middle schools,CS Chai,2023.0,259,"X An, CS Chai, Y Li, Y Zhou, X Shen, C Zheng…",https://link.springer.com/article/10.1007/s10639-022-11286-z,"… To address the emerging trend of integrating AI into teaching in K-12, this study investigated … ’ perceptions of using AI for language teaching in an AI education demonstration district in …",0.9,"The paper directly focuses on AI integration in K-12 education, specifically examining teachers' behavioral intentions toward AI use in middle school language teaching within an AI education demonstration district.",K-12 education; artificial intelligence integration; teacher perceptions; behavioral intention; language teaching,0.95
AI and the Future of Education: Teaching in the Age of Artificial Intelligence,,2023.0,134,P Shah,"https://books.google.com/books?hl=en&lr=&id=awfSEAAAQBAJ&oi=fnd&pg=PR1&dq=K12+education,+AI,+education&ots=vc_jcYgwKz&sig=vrO07lBCRfE61aOd7Os1wrWjE-s","… , including the achievement gap, privacy concerns, and bias For K-12 educators, as well as … in education, AI and the Future of Education is a valuable resource that can change AI from …",0.9,"The paper directly addresses AI applications in K-12 education, focusing on educator perspectives and systemic challenges like achievement gaps and bias, making it highly relevant to the specified keywords.",AI in K-12 education; educator resources for AI integration; addressing achievement gaps with AI; privacy and bias in educational AI; future of AI-driven teaching,0.95
Playful design for AI Literacy: Creating inclusive learning and assessment opportunities,YJ Kim; G Kim; A Stoiber,2025.0,4,"YJ Kim, G Kim, A Stoiber",https://www.sciencedirect.com/science/article/pii/S1071581925000655,"… In this paper, we argue that AI literacy is a foundational skill … educational curricula beyond traditional STEM domains. Despite various initiatives promoting AI literacy in K-12 education, …",0.9,"The paper directly addresses AI literacy initiatives in K-12 education, explicitly mentioning this context in its abstract and arguing for AI as a foundational skill in educational curricula.",AI literacy; K-12 education; inclusive learning; educational curricula; assessment opportunities,0.95
Revitalizing the higher education curriculum through an artificial intelligence approach: An overview,S Sanasintani,2023.0,17,S Sanasintani,https://www.journal.ypidathu.or.id/index.php/jssut/article/view/670,"… of Artificial Intelligence (AI) to address educational challenges, with a specific examination of the current state of AI integration in K-12 education. … AI applications in K-12 education are …",0.9,"The paper directly examines AI integration in K-12 education, aligning perfectly with the keyword's focus on AI applications in K-12 educational contexts.",AI integration in K-12; educational challenges addressed by AI; current state of AI applications; curriculum revitalization through AI; K-12 educational technology,0.95
Designing a visual interface for elementary students to formulate AI planning tasks,K Park; B Mott; S Lee; K Glazewski,2021.0,20,"K Park, B Mott, S Lee, K Glazewski…",https://ieeexplore.ieee.org/abstract/document/9576163/,"… Recognizing that AI literacy is a critical competency for all students, efforts … AI learning opportunities within K-12 education [9], [10], as well as to develop guidelines for K-12 AI education […",0.9,"The paper directly addresses K-12 AI education by designing an interface for elementary students to engage with AI planning tasks, explicitly linking AI literacy and curriculum development for this educational level.",K-12 AI education; AI literacy; elementary education; visual interface design; AI planning tasks,0.95
